,Code_INSEE,Tranche_detaillee_unite_urbaine
6505,49127,1.0
6506,13112,7.0
6507,76257,0.0
6508,57334,0.0
6509,49145,
6510,38464,4.0
6511,83124,3.0
6512,37241,0.0
6513,62856,0.0
6514,29230,0.0
6515,86001,0.0
6516,69133,7.0
6517,28304,0.0
6518,57197,0.0
6519,33540,0.0
6520,60072,0.0
6521,41154,0.0
6522,60344,0.0
6523,16055,0.0
6524,45167,0.0
6525,63248,0.0
6526,08349,0.0
6527,54263,4.0
6528,59491,7.0
6529,31387,0.0
6530,77146,8.0
6531,59424,6.0
6532,30264,0.0
6533,27397,2.0
6534,69240,0.0
6535,32060,0.0
6536,30088,0.0
6537,47204,0.0
6538,89250,0.0
6539,65044,0.0
6540,24398,0.0
6541,76648,1.0
6542,56248,1.0
6543,29055,3.0
6544,47179,3.0
6545,77277,0.0
6546,02405,0.0
6547,07288,3.0
6548,19155,0.0
6549,02111,0.0
6550,82037,2.0
6551,76457,7.0
6552,84119,7.0
6553,32371,0.0
6554,54364,3.0
6555,49088,
6556,89242,0.0
6557,03021,0.0
6558,50641,0.0
6559,67292,0.0
6560,81042,5.0
6561,78356,8.0
6562,27523,
6563,69189,5.0
6564,02574,0.0
6565,30347,6.0
6566,09319,0.0
6567,89348,1.0
6568,28350,0.0
6569,33198,0.0
6570,38045,7.0
6571,57346,0.0
6572,31500,1.0
6573,74260,0.0
6574,54250,0.0
6575,02430,0.0
6576,50419,0.0
6577,72253,2.0
6578,49308,0.0
6579,11063,1.0
6580,31296,0.0
6581,74216,0.0
6582,32352,0.0
6583,31026,0.0
6584,56065,0.0
6585,62895,7.0
6586,89238,0.0
6587,56116,0.0
6588,62567,0.0
6589,57669,2.0
6590,38294,0.0
6591,22176,2.0
6592,28239,0.0
6593,80020,0.0
6594,57456,0.0
6595,36101,0.0
6596,57088,0.0
6597,30146,0.0
6598,57498,1.0
6599,50321,0.0
6600,81204,4.0
6601,74058,1.0
6602,56160,0.0
6603,41138,0.0
6604,60459,0.0
6605,78545,8.0
6606,31371,0.0
6607,78524,
6608,26379,0.0
6609,74013,5.0
6610,40246,0.0
6611,24138,5.0
6612,07286,0.0
6613,57064,0.0
6614,03297,0.0
6615,67524,0.0
6616,02783,0.0
6617,22266,1.0
6618,59578,4.0
6619,62311,7.0
6620,22127,3.0
6621,74167,0.0
6622,40245,1.0
6623,55117,0.0
6624,57006,0.0
6625,41246,0.0
6626,31342,0.0
6627,03131,0.0
6628,32038,0.0
6629,31308,0.0
6630,54587,0.0
6631,22302,0.0
6632,61221,0.0
6633,33553,4.0
6634,55181,1.0
6635,26259,0.0
6636,38094,0.0
6637,57069,0.0
6638,60042,0.0
6639,85221,0.0
6640,50041,0.0
6641,61294,0.0
6642,60647,2.0
6643,50079,0.0
6644,84072,7.0
6645,42038,0.0
6646,57628,1.0
6647,59465,0.0
6648,33179,0.0
6649,02782,0.0
6650,51562,7.0
6651,77037,2.0
6652,33379,0.0
6653,08183,2.0
6654,65243,0.0
6655,47222,0.0
6656,70232,0.0
6657,49092,4.0
6658,42021,0.0
6659,16360,0.0
6660,41055,2.0
6661,08452,0.0
6662,31472,0.0
6663,02140,0.0
6664,50578,0.0
6665,21582,0.0
6666,67011,0.0
6667,12284,0.0
6668,95678,8.0
6669,14166,0.0
6670,86021,
6671,42010,0.0
6672,12140,0.0
6673,68225,0.0
6674,64237,6.0
6675,90097,1.0
6676,77007,0.0
6677,52140,0.0
6678,87169,0.0
6679,87078,0.0
6680,22196,0.0
6681,04143,2.0
6682,38273,0.0
6683,19063,5.0
6684,62878,0.0
6685,22182,0.0
6686,06091,0.0
6687,38400,7.0
6688,17270,0.0
6689,36129,0.0
6690,86281,0.0
6691,60524,6.0
6692,84143,0.0
6693,29132,0.0
6694,78003,1.0
6695,84025,7.0
6696,14254,0.0
6697,24585,0.0
6698,25580,6.0
6699,27117,0.0
6700,85251,0.0
6701,56175,0.0
6702,49247,0.0
6703,62811,0.0
6704,90071,0.0
6705,86095,0.0
6706,79178,
6707,51536,0.0
6708,62304,0.0
6709,45030,0.0
6710,77283,0.0
6711,72156,0.0
6712,06145,0.0
6713,21501,0.0
6714,68093,1.0
6715,80600,0.0
6716,46251,1.0
6717,85262,0.0
6718,88367,2.0
6719,18109,0.0
6720,85296,0.0
6721,49216,0.0
6722,59264,0.0
6723,57568,4.0
6724,22321,0.0
6725,56229,0.0
6726,48141,0.0
6727,17210,0.0
6728,44193,0.0
6729,15090,0.0
6730,27125,1.0
6731,59319,3.0
6732,26168,0.0
6733,91494,8.0
6734,03271,5.0
6735,07317,0.0
6736,72155,7.0
6737,49049,
6738,38115,0.0
6739,67465,1.0
6740,87028,0.0
6741,07339,0.0
6742,17373,0.0
6743,31238,2.0
6744,02684,1.0
6745,44185,4.0
6746,35360,3.0
6747,49154,
6748,12300,3.0
6749,41017,0.0
6750,59144,4.0
6751,54505,0.0
6752,50562,1.0
6753,29040,1.0
6754,95371,4.0
6755,49238,
6756,88530,0.0
6757,50138,0.0
6758,17418,0.0
6759,22183,1.0
6760,62295,1.0
6761,74232,0.0
6762,61207,0.0
6763,12248,0.0
6764,89086,0.0
6765,50592,0.0
6766,25608,0.0
6767,91514,8.0
6768,62194,7.0
6769,25107,0.0
6770,33523,0.0
6771,38449,4.0
6772,27150,
6773,71273,0.0
6774,74016,6.0
6775,85298,0.0
6776,56055,2.0
6777,61130,0.0
6778,67435,0.0
6779,59026,0.0
6780,60636,5.0
6781,31363,0.0
6782,36174,0.0
6783,33238,7.0
6784,91041,0.0
6785,62718,1.0
6786,14020,2.0
6787,33439,3.0
6788,17221,0.0
6789,65239,0.0
6790,17462,0.0
6791,70506,0.0
6792,86231,0.0
6793,38348,5.0
6794,38486,7.0
6795,38349,1.0
6796,84053,0.0
6797,14384,3.0
6798,25086,0.0
6799,53238,0.0
6800,35189,7.0
6801,50647,4.0
6802,52529,0.0
6803,38179,7.0
6804,36094,0.0
6805,51084,0.0
6806,84029,2.0
6807,86006,0.0
6808,27072,0.0
6809,36092,0.0
6810,39397,0.0
6811,35256,4.0
6812,51544,0.0
6813,12096,2.0
6814,50525,0.0
6815,59564,7.0
6816,66070,0.0
6817,74038,0.0
6818,61457,0.0
6819,68296,0.0
6820,2A284,0.0
6821,44151,6.0
6822,78030,0.0
6823,39072,1.0
6824,69156,7.0
6825,85202,0.0
6826,76125,0.0
6827,59623,0.0
6828,69172,2.0
6829,33120,0.0
6830,57114,0.0
6831,27524,0.0
6832,78564,0.0
6833,51009,0.0
6834,42214,0.0
6835,05046,2.0
6836,63155,0.0
6837,22343,1.0
6838,63146,0.0
6839,19146,0.0
6840,06054,7.0
6841,57533,0.0
6842,57097,2.0
6843,27350,0.0
6844,21027,0.0
6845,71419,0.0
6846,30172,0.0
6847,76690,0.0
6848,46311,0.0
6849,22003,0.0
6850,74080,0.0
6851,49205,0.0
6852,66096,0.0
6853,62054,0.0
6854,78084,0.0
6855,77413,4.0
6856,26002,0.0
6857,2B303,0.0
6858,14172,0.0
6859,03013,4.0
6860,81285,0.0
6861,55364,0.0
6862,10144,0.0
6863,59370,6.0
6864,27182,0.0
6865,17441,0.0
6866,60307,0.0
6867,67089,1.0
6868,63191,0.0
6869,35135,0.0
6870,17037,0.0
6871,38316,4.0
6872,50042,0.0
6873,22140,0.0
6874,59206,4.0
6875,02445,0.0
6876,63273,0.0
6877,69023,2.0
6878,68074,0.0
6879,22037,0.0
6880,12174,5.0
6881,26040,0.0
6882,09087,0.0
6883,80810,0.0
6884,31066,1.0
6885,81070,2.0
6886,18165,0.0
6887,34150,2.0
6888,35087,0.0
6889,31271,0.0
6890,78474,0.0
6891,13116,7.0
6892,85155,1.0
6893,80649,0.0
6894,66115,0.0
6895,76194,0.0
6896,68359,4.0
6897,14568,
6898,78251,
6899,61135,
6900,37067,2.0
6901,53032,
6902,63239,0.0
6903,23069,0.0
6904,85055,0.0
6905,72344,1.0
6906,62220,0.0
6907,95250,4.0
6908,47102,0.0
6909,60178,1.0
6910,60501,0.0
6911,60558,0.0
6912,69124,0.0
6913,14258,2.0
6914,50567,0.0
6915,31033,2.0
6916,69223,
6917,56163,0.0
6918,25463,2.0
6919,49047,
6920,01065,1.0
6921,33289,0.0
6922,08047,0.0
6923,19129,0.0
6924,01224,1.0
6925,82195,5.0
6926,77261,0.0
6927,60631,0.0
6928,71496,0.0
6929,57629,0.0
6930,33525,0.0
6931,18108,1.0
6932,46170,0.0
6933,77400,1.0
6934,62371,7.0
6935,71118,5.0
6936,05166,0.0
6937,50394,1.0
6938,25452,0.0
6939,64034,0.0
6940,33085,7.0
6941,86246,0.0
6942,10420,1.0
6943,55132,0.0
6944,47056,4.0
6945,88050,0.0
6946,51485,0.0
6947,57265,0.0
6948,67082,0.0
6949,48148,0.0
6950,44027,0.0
6951,77335,1.0
6952,35060,0.0
6953,56151,1.0
6954,2A232,0.0
6955,87011,2.0
6956,44022,1.0
6957,18247,0.0
6958,88486,4.0
6959,67083,0.0
6960,46238,0.0
6961,51106,0.0
6962,33294,2.0
6963,83100,1.0
6964,40129,0.0
6965,59663,2.0
6966,73248,2.0
6967,01343,0.0
6968,60582,0.0
6969,37173,0.0
6970,02296,0.0
6971,60126,0.0
6972,11356,0.0
6973,49350,
6974,57436,0.0
6975,10343,6.0
6976,31316,0.0
6977,25626,0.0
6978,31004,0.0
6979,57013,1.0
6980,77411,0.0
6981,52205,0.0
6982,22262,1.0
6983,89332,0.0
6984,41137,0.0
6985,23174,0.0
6986,30321,2.0
6987,25122,0.0
6988,43084,0.0
6989,87066,0.0
6990,15122,1.0
6991,25532,1.0
6992,89249,0.0
6993,32147,1.0
6994,80678,0.0
6995,88096,0.0
6996,49050,3.0
6997,53048,0.0
6998,63148,1.0
6999,57752,1.0
7000,63179,0.0
7001,26081,0.0
7002,65433,5.0
7003,87156,0.0
7004,28293,3.0
7005,46185,0.0
7006,43017,0.0
7007,37211,0.0
7008,50214,0.0
7009,67167,0.0
7010,51484,0.0
7011,80164,6.0
7012,27678,0.0
7013,68139,0.0
7014,14754,4.0
7015,59610,0.0
7016,11353,1.0
7017,23095,0.0
7018,52512,2.0
7019,55053,0.0
7020,07214,0.0
7021,32163,0.0
7022,33396,0.0
7023,44120,2.0
7024,76752,1.0
7025,22215,5.0
7026,86074,0.0
7027,16393,0.0
7028,52194,0.0
7029,27217,0.0
7030,49029,0.0
7031,2B169,0.0
7032,64466,0.0
7033,57545,7.0
7034,15168,0.0
7035,26197,1.0
7036,66065,5.0
7037,85003,2.0
7038,14390,0.0
7039,50537,2.0
7040,62218,0.0
7041,11425,2.0
7042,51097,0.0
7043,89309,1.0
7044,25110,0.0
7045,33413,0.0
7046,81251,0.0
7047,27458,1.0
7048,27325,0.0
7049,24461,0.0
7050,17159,0.0
7051,71479,4.0
7052,89408,0.0
7053,57159,3.0
7054,63363,0.0
7055,57742,0.0
7056,64559,2.0
7057,66196,2.0
7058,90052,2.0
7059,16193,0.0
7060,38340,5.0
7061,70525,0.0
7062,63207,0.0
7063,64390,0.0
7064,24287,0.0
7065,2A132,0.0
7066,72093,0.0
7067,42061,0.0
7068,34224,0.0
7069,68287,1.0
7070,17021,3.0
7071,47049,4.0
7072,31124,0.0
7073,29225,0.0
7074,77515,0.0
7075,22327,0.0
7076,76001,0.0
7077,14087,0.0
7078,81269,0.0
7079,25116,0.0
7080,44008,
7081,09262,2.0
7082,33546,0.0
7083,80834,2.0
7084,54367,1.0
7085,02223,0.0
7086,33001,0.0
7087,54418,0.0
7088,91330,3.0
7089,53213,0.0
7090,31421,7.0
7091,68049,0.0
7092,27636,
7093,74032,0.0
7094,57623,0.0
7095,55228,0.0
7096,34165,5.0
7097,82075,3.0
7098,66038,7.0
7099,61008,0.0
7100,64193,0.0
7101,06103,1.0
7102,77045,0.0
7103,31502,0.0
7104,42088,0.0
7105,24167,1.0
7106,25432,0.0
7107,72217,0.0
7108,23105,0.0
7109,77412,0.0
7110,35122,0.0
7111,24548,0.0
7112,01313,6.0
7113,61506,
7114,50160,
7115,76275,7.0
7116,13034,7.0
7117,27465,0.0
7118,81217,0.0
7119,74002,1.0
7120,54299,0.0
7121,33382,0.0
7122,76026,4.0
7123,71089,0.0
7124,29149,
7125,33197,0.0
7126,90055,0.0
7127,43020,3.0
7128,40090,0.0
7129,81182,0.0
7130,65052,0.0
7131,71003,0.0
7132,02301,
7133,2A362,0.0
7134,68044,0.0
7135,09223,0.0
7136,68095,0.0
7137,67016,4.0
7138,26038,0.0
7139,22156,0.0
7140,29161,4.0
7141,34081,1.0
7142,12072,0.0
7143,03220,0.0
7144,60686,6.0
7145,30249,1.0
7146,21223,7.0
7147,94053,8.0
7148,21126,0.0
7149,77166,
7150,06073,0.0
7151,91093,0.0
7152,04063,4.0
7153,38457,1.0
7154,33389,1.0
7155,25536,0.0
7156,2B205,0.0
7157,18240,0.0
7158,24271,0.0
7159,85046,1.0
7160,17436,0.0
7161,42240,0.0
7162,83096,0.0
7163,77164,0.0
7164,45298,7.0
7165,72332,0.0
7166,76121,0.0
7167,01402,0.0
7168,77482,4.0
7169,68051,3.0
7170,35299,1.0
7171,64087,0.0
7172,74272,6.0
7173,37282,0.0
7174,77203,0.0
7175,44194,7.0
7176,19015,0.0
7177,62049,0.0
7178,01109,0.0
7179,70245,1.0
7180,31216,0.0
7181,71004,0.0
7182,18136,0.0
7183,02808,0.0
7184,24366,0.0
7185,54275,0.0
7186,91630,0.0
7187,59214,1.0
7188,24505,0.0
7189,68309,1.0
7190,64061,1.0
7191,78302,0.0
7192,22242,0.0
7193,17274,6.0
7194,37185,7.0
7195,29255,0.0
7196,26021,0.0
7197,18037,0.0
7198,69230,0.0
7199,59129,0.0
7200,69076,7.0
7201,88209,5.0
7202,70155,0.0
7203,59316,1.0
7204,81081,0.0
7205,69090,3.0
7206,22307,2.0
7207,67407,0.0
7208,51277,0.0
7209,38523,0.0
7210,38363,2.0
7211,06007,7.0
7212,79103,0.0
7213,73010,2.0
7214,30070,3.0
7215,62209,0.0
7216,38189,1.0
7217,14167,6.0
7218,90026,0.0
7219,80536,0.0
7220,22217,0.0
7221,27679,2.0
7222,49041,0.0
7223,76517,7.0
7224,34335,3.0
7225,41002,2.0
7226,15051,0.0
7227,62486,7.0
7228,44041,2.0
7229,88471,0.0
7230,03094,5.0
7231,14487,4.0
7232,50075,
7233,76132,0.0
7234,31038,0.0
7235,65223,5.0
7236,43222,0.0
7237,63133,
7238,72056,0.0
7239,77111,8.0
7240,38275,0.0
7241,38501,0.0
7242,62380,0.0
7243,18018,1.0
7244,67448,3.0
7245,49149,
7246,63022,0.0
7247,05123,0.0
7248,74274,
7249,31349,0.0
7250,73275,1.0
7251,73326,6.0
7252,77176,4.0
7253,59073,0.0
7254,38200,7.0
7255,37025,0.0
7256,81094,0.0
7257,49349,
7258,74285,0.0
7259,58021,0.0
7260,05047,0.0
7261,62441,0.0
7262,44155,0.0
7263,89318,0.0
7264,70530,0.0
7265,50262,0.0
7266,84068,0.0
7267,22308,0.0
7268,85136,0.0
7269,57250,0.0
7270,36033,0.0
7271,33221,4.0
7272,24543,2.0
7273,69037,0.0
7274,32180,0.0
7275,21522,0.0
7276,06042,0.0
7277,02469,0.0
7278,09310,0.0
7279,45332,0.0
7280,27015,0.0
7281,62520,7.0
7282,31163,0.0
7283,59462,1.0
7284,88455,0.0
7285,29002,0.0
7286,58002,0.0
7287,77155,8.0
7288,54076,2.0
7289,91457,8.0
7290,60032,0.0
7291,64063,0.0
7292,25193,0.0
7293,38207,0.0
7294,06163,0.0
7295,62024,0.0
7296,35056,0.0
7297,44211,2.0
7298,50483,0.0
7299,44010,6.0
7300,09312,1.0
7301,29224,0.0
7302,07101,0.0
7303,57416,0.0
7304,80833,0.0
7305,68252,0.0
7306,62667,5.0
7307,56153,0.0
7308,24194,5.0
7309,59558,0.0
7310,73241,4.0
7311,27090,7.0
7312,18223,0.0
7313,41242,1.0
7314,12049,0.0
7315,72338,0.0
7316,33004,1.0
7317,50332,0.0
7318,01390,0.0
7319,01054,3.0
7320,72029,0.0
7321,68270,7.0
7322,35115,4.0
7323,50215,2.0
7324,32256,1.0
7325,35120,2.0
7326,62329,3.0
7327,30084,0.0
7328,51059,0.0
7329,39206,0.0
7330,44183,0.0
7331,47115,0.0
7332,64233,0.0
7333,56080,0.0
7334,13049,0.0
7335,03195,1.0
7336,28282,0.0
7337,11128,0.0
7338,32184,0.0
7339,78283,0.0
7340,16071,0.0
7341,42260,0.0
7342,59076,0.0
7343,09008,0.0
7344,47046,0.0
7345,84039,7.0
7346,85293,0.0
7347,07137,0.0
7348,49319,
7349,02728,0.0
7350,70378,4.0
7351,60462,1.0
7352,02521,0.0
7353,19237,0.0
7354,44220,0.0
7355,03301,0.0
7356,28402,
7357,26071,0.0
7358,77260,1.0
7359,42013,0.0
7360,53054,5.0
7361,25240,3.0
7362,19023,0.0
7363,88429,4.0
7364,52060,1.0
7365,61420,0.0
7366,24139,0.0
7367,41211,1.0
7368,71108,0.0
7369,87116,2.0
7370,31075,0.0
7371,88212,0.0
7372,73141,2.0
7373,59261,1.0
7374,21209,0.0
7375,67120,1.0
7376,73003,1.0
7377,85039,1.0
7378,54270,1.0
7379,22234,0.0
7380,35031,1.0
7381,63452,0.0
7382,09265,4.0
7383,55571,0.0
7384,13091,2.0
7385,36074,0.0
7386,60257,0.0
7387,66099,0.0
7388,11129,1.0
7389,2B165,0.0
7390,27685,0.0
7391,51035,0.0
7392,63182,0.0
7393,31215,0.0
7394,27562,4.0
7395,33422,7.0
7396,35014,0.0
7397,78475,0.0
7398,56045,0.0
7399,54483,4.0
7400,91225,8.0
7401,45006,0.0
7402,47168,1.0
7403,10173,0.0
7404,02355,0.0
7405,62226,
7406,45222,0.0
7407,69031,0.0
7408,70091,0.0
7409,29030,1.0
7410,78108,0.0
7411,59272,6.0
7412,29196,0.0
7413,82048,0.0
7414,31375,1.0
7415,24448,0.0
7416,77363,1.0
7417,2B342,0.0
7418,08078,0.0
7419,42168,1.0
7420,10353,0.0
7421,2B318,2.0
7422,14319,0.0
7423,91249,3.0
7424,14325,2.0
7425,66017,4.0
7426,64292,2.0
7427,50516,
7428,35272,0.0
7429,14076,2.0
7430,85284,4.0
7431,49030,0.0
7432,33274,7.0
7433,08037,0.0
7434,36139,0.0
7435,62589,0.0
7436,31145,0.0
7437,13052,7.0
7438,10340,6.0
7439,70258,3.0
7440,14475,0.0
7441,60578,1.0
7442,68321,7.0
7443,53025,0.0
7444,76535,0.0
7445,54277,0.0
7446,32143,0.0
7447,72247,0.0
7448,70561,0.0
7449,45286,7.0
7450,62460,0.0
7451,13044,5.0
7452,34094,0.0
7453,77425,0.0
7454,29279,0.0
7455,57521,5.0
7456,33075,7.0
7457,31588,7.0
7458,36149,0.0
7459,07080,0.0
7460,64330,0.0
7461,21657,0.0
7462,34155,0.0
7463,33078,0.0
7464,61404,0.0
7465,71447,0.0
7466,27616,1.0
7467,59257,0.0
7468,45062,0.0
7469,47317,0.0
7470,57325,0.0
7471,62201,1.0
7472,01189,0.0
7473,80708,0.0
7474,19153,1.0
7475,50292,0.0
7476,01025,0.0
7477,27222,0.0
7478,72225,0.0
7479,54203,0.0
7480,59389,2.0
7481,34324,3.0
7482,38205,0.0
7483,37281,7.0
7484,51130,0.0
7485,40228,0.0
7486,24547,2.0
7487,72335,0.0
7488,26118,0.0
7489,18172,3.0
7490,40217,2.0
7491,02128,0.0
7492,30020,1.0
7493,76698,0.0
7494,2A282,0.0
7495,60367,0.0
7496,69121,7.0
7497,50503,
7498,29085,3.0
7499,11202,0.0
7500,77028,
7501,56105,0.0
7502,76276,1.0
7503,51347,
7504,03121,0.0
7505,68117,3.0
7506,60450,1.0
7507,14545,
7508,68342,4.0
7509,33341,0.0
7510,26326,3.0
7511,38467,0.0
7512,85215,1.0
7513,42092,7.0
7514,56145,0.0
7515,60590,0.0
7516,34219,0.0
7517,69032,4.0
7518,62648,0.0
7519,31451,2.0
7520,76182,0.0
7521,40093,0.0
7522,68045,0.0
7523,28056,0.0
7524,01159,1.0
7525,08264,0.0
7526,79007,0.0
7527,77062,8.0
7528,61024,0.0
7529,45309,0.0
7530,16276,0.0
7531,76222,1.0
7532,36055,0.0
7533,15213,0.0
7534,59268,7.0
7535,95024,0.0
7536,68198,0.0
7537,43103,0.0
7538,34023,5.0
7539,21076,0.0
7540,46176,0.0
7541,59352,7.0
7542,25542,2.0
7543,29010,0.0
7544,33376,7.0
7545,27118,0.0
7546,77116,0.0
7547,60598,0.0
7548,80498,0.0
7549,76137,
7550,17058,2.0
7551,80368,2.0
7552,07244,0.0
7553,51453,0.0
7554,33333,0.0
7555,83111,1.0
7556,49381,0.0
7557,18278,0.0
7558,70529,0.0
7559,77126,0.0
7560,64370,6.0
7561,43048,0.0
7562,65183,0.0
7563,68015,7.0
7564,32159,0.0
7565,35300,0.0
7566,50099,3.0
7567,27332,0.0
7568,49196,
7569,60148,0.0
7570,06035,5.0
7571,17120,0.0
7572,51032,0.0
7573,71099,0.0
7574,04047,3.0
7575,18228,0.0
7576,72001,7.0
7577,91085,1.0
7578,07198,1.0
7579,67187,0.0
7580,83008,1.0
7581,26369,0.0
7582,38336,5.0
7583,88109,4.0
7584,07111,0.0
7585,78686,8.0
7586,28391,1.0
7587,85246,0.0
7588,40070,0.0
7589,54079,4.0
7590,91135,0.0
7591,44032,0.0
7592,40314,5.0
7593,63455,3.0
7594,77063,4.0
7595,25040,0.0
7596,02011,0.0
7597,62029,0.0
7598,77025,0.0
7599,37212,0.0
7600,42319,0.0
7601,50531,0.0
7602,13102,7.0
7603,88254,0.0
7604,12116,0.0
7605,71420,0.0
7606,31194,0.0
7607,47225,5.0
7608,32378,0.0
7609,22368,4.0
7610,25564,0.0
7611,73030,6.0
7612,78005,8.0
7613,02358,0.0
7614,26381,0.0
7615,57438,0.0
7616,01451,5.0
7617,37101,0.0
7618,67107,0.0
7619,05069,
7620,33501,0.0
7621,12257,0.0
7622,88136,5.0
7623,59133,0.0
7624,25485,0.0
7625,89260,
7626,16271,6.0
7627,56255,0.0
7628,58059,2.0
7629,12131,0.0
7630,80282,0.0
7631,19028,1.0
7632,04036,0.0
7633,60116,3.0
7634,58079,1.0
7635,07348,0.0
7636,59213,0.0
7637,57415,7.0
7638,17379,0.0
7639,86073,0.0
7640,29203,
7641,23016,0.0
7642,62785,1.0
7643,68076,0.0
7644,88121,0.0
7645,70096,3.0
7646,44086,0.0
7647,54281,4.0
7648,02253,0.0
7649,73063,0.0
7650,59618,0.0
7651,45050,0.0
7652,24013,
7653,76446,0.0
7654,87127,0.0
7655,50077,0.0
7656,2A324,0.0
7657,49004,
7658,33225,0.0
7659,18101,0.0
7660,09236,0.0
7661,35124,0.0
7662,35267,
7663,74159,1.0
7664,62552,1.0
7665,79157,0.0
7666,63080,0.0
7667,60632,0.0
7668,88120,1.0
7669,35116,1.0
7670,89287,4.0
7671,02795,1.0
7672,41096,0.0
7673,70046,0.0
7674,22008,4.0
7675,57041,1.0
7676,42334,0.0
7677,17340,0.0
7678,77171,4.0
7679,76467,0.0
7680,44093,
7681,44199,0.0
7682,69291,7.0
7683,10006,1.0
7684,41212,5.0
7685,44056,0.0
7686,16083,0.0
7687,59419,0.0
7688,51548,0.0
7689,62310,7.0
7690,67341,0.0
7691,28232,0.0
7692,21086,0.0
7693,86092,1.0
7694,65366,0.0
7695,42015,0.0
7696,04045,0.0
7697,08486,1.0
7698,91378,0.0
7699,57351,1.0
7700,02339,0.0
7701,10335,0.0
7702,07225,4.0
7703,37196,1.0
7704,15252,0.0
7705,16054,0.0
7706,63040,1.0
7707,77279,0.0
7708,28168,2.0
7709,88470,4.0
7710,42307,0.0
7711,33187,2.0
7712,21525,0.0
7713,35008,0.0
7714,21590,0.0
7715,78597,0.0
7716,30135,1.0
7717,13078,2.0
7718,79114,3.0
7719,59203,7.0
7720,18281,0.0
7721,16369,0.0
7722,51076,0.0
7723,80083,0.0
7724,38137,0.0
7725,57368,6.0
7726,81281,0.0
7727,69050,0.0
7728,23139,0.0
7729,68316,0.0
7730,62841,7.0
7731,08361,0.0
7732,41280,1.0
7733,25453,0.0
7734,09035,0.0
7735,47127,0.0
7736,50033,0.0
7737,46110,
7738,82049,0.0
7739,01185,1.0
7740,03258,5.0
7741,31079,2.0
7742,71490,0.0
7743,80551,
7744,87118,0.0
7745,87202,0.0
7746,78516,3.0
7747,76089,
7748,72096,0.0
7749,25156,0.0
7750,14678,0.0
7751,44084,3.0
7752,46134,0.0
7753,80661,0.0
7754,72244,1.0
7755,46083,0.0
7756,38359,0.0
7757,64545,7.0
7758,32443,0.0
7759,50585,0.0
7760,27537,4.0
7761,68162,2.0
7762,66189,2.0
7763,55531,0.0
7764,07013,0.0
7765,35174,0.0
7766,17388,0.0
7767,89169,0.0
7768,17109,0.0
7769,03060,5.0
7770,31332,0.0
7771,55476,3.0
7772,60360,6.0
7773,40122,0.0
7774,15054,0.0
7775,16341,6.0
7776,62364,1.0
7777,13020,7.0
7778,89171,0.0
7779,27238,0.0
7780,38025,
7781,67313,4.0
7782,23147,0.0
7783,56041,0.0
7784,33539,7.0
7785,43220,0.0
7786,2A092,0.0
7787,79356,
7788,38388,1.0
7789,63389,0.0
7790,10052,0.0
7791,30093,0.0
7792,64519,6.0
7793,26119,0.0
7794,70581,0.0
7795,14679,0.0
7796,62407,7.0
7797,35359,0.0
7798,62512,0.0
7799,38099,0.0
7800,77393,1.0
7801,19227,0.0
7802,81080,0.0
7803,2A130,0.0
7804,70479,0.0
7805,62659,0.0
7806,14126,0.0
7807,63451,0.0
7808,35306,0.0
7809,31256,0.0
7810,89326,0.0
7811,52058,0.0
7812,27474,0.0
7813,49207,
7814,47246,5.0
7815,25500,0.0
7816,45189,0.0
7817,17375,1.0
7818,27126,0.0
7819,79061,1.0
7820,59233,2.0
7821,02680,1.0
7822,74198,3.0
7823,90065,2.0
7824,17155,3.0
7825,63159,0.0
7826,10237,0.0
7827,76002,0.0
7828,55195,0.0
7829,27114,0.0
7830,15187,2.0
7831,62369,0.0
7832,04161,0.0
7833,38335,0.0
7834,33351,0.0
7835,77132,4.0
7836,38453,0.0
7837,35150,4.0
7838,35003,0.0
7839,63070,7.0
7840,56047,0.0
7841,95213,0.0
7842,31170,0.0
7843,19061,0.0
7844,73073,0.0
7845,02359,5.0
7846,85002,0.0
7847,88359,0.0
7848,70116,0.0
7849,05010,0.0
7850,63102,0.0
7851,38415,0.0
7852,41126,2.0
7853,27549,
7854,53040,0.0
7855,72124,2.0
7856,80769,0.0
7857,55177,0.0
7858,34240,1.0
7859,29201,0.0
7860,60660,0.0
7861,71336,1.0
7862,39225,0.0
7863,27321,4.0
7864,34295,7.0
7865,33291,0.0
7866,22117,0.0
7867,43112,1.0
7868,30004,5.0
7869,28031,0.0
7870,63470,1.0
7871,17233,0.0
7872,77247,0.0
7873,77117,0.0
7874,29218,0.0
7875,57600,0.0
7876,68028,0.0
7877,57721,2.0
7878,42069,5.0
7879,42070,0.0
7880,67091,0.0
7881,54496,0.0
7882,39375,0.0
7883,54595,0.0
7884,22180,0.0
7885,69271,7.0
7886,74184,0.0
7887,56030,0.0
7888,45346,0.0
7889,69059,7.0
7890,05132,0.0
7891,64256,2.0
7892,10139,0.0
7893,80657,0.0
7894,67188,0.0
7895,62244,5.0
7896,77462,0.0
7897,76499,0.0
7898,63274,0.0
7899,78043,3.0
7900,87046,0.0
7901,71315,0.0
7902,85186,0.0
7903,2A253,0.0
7904,35169,0.0
7905,22390,0.0
7906,77302,1.0
7907,60627,0.0
7908,89041,0.0
7909,67320,0.0
7910,37011,1.0
7911,52042,0.0
7912,46145,1.0
7913,53188,1.0
7914,14278,0.0
7915,22046,0.0
