,Code_INSEE,Tranche_detaillee_unite_urbaine
1194,62276,7.0
1195,50168,0.0
1196,88080,0.0
1197,66164,7.0
1198,07086,0.0
1199,49099,5.0
1200,80001,4.0
1201,30260,0.0
1202,59654,7.0
1203,72295,2.0
1204,55099,0.0
1205,67041,
1206,69042,0.0
1207,03042,0.0
1208,32389,1.0
1209,59368,7.0
1210,2B134,2.0
1211,95491,8.0
1212,38546,0.0
1213,65058,0.0
1214,02168,4.0
1215,71023,0.0
1216,17008,0.0
1217,01246,0.0
1218,21425,2.0
1219,38416,4.0
1220,61483,1.0
1221,38503,1.0
1222,35066,7.0
1223,81277,0.0
1224,59486,7.0
1225,59646,7.0
1226,77409,4.0
1227,03236,1.0
1228,67189,2.0
1229,31069,7.0
1230,91122,8.0
1231,77284,5.0
1232,89167,0.0
1233,38298,5.0
1234,44094,1.0
1235,40278,0.0
1236,77463,4.0
1237,28088,3.0
1238,78551,8.0
1239,18033,5.0
1240,61168,2.0
1241,44172,7.0
1242,45259,1.0
1243,35025,0.0
1244,92020,8.0
1245,85238,1.0
1246,95652,3.0
1247,13092,7.0
1248,14225,4.0
1249,12100,3.0
1250,38015,0.0
1251,78362,8.0
1252,69241,7.0
1253,28229,5.0
1254,84108,7.0
1255,94042,8.0
1256,11259,0.0
1257,57039,7.0
1258,62753,5.0
1259,69199,7.0
1260,13004,5.0
1261,30001,0.0
1262,63054,0.0
1263,79300,3.0
1264,93072,8.0
1265,64208,0.0
1266,65370,3.0
1267,55122,2.0
1268,25084,0.0
1269,13048,2.0
1270,45273,2.0
1271,19072,0.0
1272,59193,7.0
1273,21038,2.0
1274,31483,3.0
1275,14437,6.0
1276,78642,8.0
1277,49343,1.0
1278,62186,7.0
1279,24322,5.0
1280,38344,5.0
1281,79128,0.0
1282,24520,2.0
1283,42059,2.0
1284,83071,3.0
1285,17415,4.0
1286,93070,8.0
1287,33549,0.0
1288,95203,8.0
1289,59158,0.0
1290,07010,4.0
1291,38475,0.0
1292,04166,0.0
1293,59009,7.0
1294,76343,0.0
1295,87075,6.0
1296,38528,4.0
1297,13204,7.0
1298,79302,0.0
1299,92072,8.0
1300,02532,0.0
1301,29031,1.0
1302,01452,0.0
1303,61297,0.0
1304,49223,7.0
1305,95582,8.0
1306,85164,3.0
1307,38547,7.0
1308,73261,1.0
1309,67300,4.0
1310,50371,1.0
1311,37270,7.0
1312,67218,7.0
1313,28404,4.0
1314,49246,7.0
1315,08491,2.0
1316,54547,7.0
1317,79081,5.0
1318,71014,3.0
1319,76157,7.0
1320,29015,1.0
1321,58086,3.0
1322,69288,3.0
1323,32076,0.0
1324,80485,0.0
1325,02167,0.0
1326,76709,2.0
1327,80640,0.0
1328,83003,0.0
1329,23100,0.0
1330,63173,0.0
1331,53211,0.0
1332,33049,0.0
1333,91593,2.0
1334,62674,0.0
1335,83118,5.0
1336,61440,0.0
1337,78310,1.0
1338,03171,0.0
1339,44128,0.0
1340,42279,5.0
1341,90064,0.0
1342,82136,3.0
1343,47310,2.0
1344,08328,2.0
1345,56007,4.0
1346,29151,4.0
1347,64129,6.0
1348,63342,0.0
1349,18179,0.0
1350,39198,4.0
1351,78165,8.0
1352,91386,8.0
1353,95268,8.0
1354,80242,0.0
1355,22241,0.0
1356,95504,1.0
1357,69290,7.0
1358,30007,5.0
1359,17306,4.0
1360,14252,0.0
1361,41139,0.0
1362,74181,
1363,84113,0.0
1364,64512,0.0
1365,51160,5.0
1366,44114,7.0
1367,55488,0.0
1368,33256,1.0
1369,33205,0.0
1370,59606,7.0
1371,34329,0.0
1372,94054,8.0
1373,62516,7.0
1374,41104,5.0
1375,78117,8.0
1376,30237,5.0
1377,86297,6.0
1378,60176,3.0
1379,62454,7.0
1380,38193,5.0
1381,69081,7.0
1382,59255,1.0
1383,82050,0.0
1384,91021,8.0
1385,49015,7.0
1386,62498,7.0
1387,76305,7.0
1388,27025,0.0
1389,08105,5.0
1390,13206,7.0
1391,51242,5.0
1392,65142,0.0
1393,69205,7.0
1394,24098,5.0
1395,54462,1.0
1396,25582,0.0
1397,66002,5.0
1398,64156,0.0
1399,47110,0.0
1400,16410,
1401,03286,0.0
1402,15138,1.0
1403,73227,0.0
1404,59301,7.0
1405,93064,8.0
1406,93079,8.0
1407,38559,4.0
1408,29034,0.0
1409,74243,6.0
1410,47165,0.0
1411,76259,4.0
1412,93033,8.0
1413,54249,0.0
1414,54174,4.0
1415,82042,0.0
1416,42187,5.0
1417,13073,7.0
1418,27100,4.0
1419,02381,2.0
1420,59019,1.0
1421,69072,7.0
1422,49063,2.0
1423,78431,0.0
1424,67073,2.0
1425,67043,7.0
1426,57606,4.0
1427,45028,2.0
1428,41238,0.0
1429,38053,5.0
1430,58226,0.0
1431,87089,0.0
1432,21591,0.0
1433,21183,0.0
1434,86222,1.0
1435,76217,4.0
1436,15137,0.0
1437,37198,0.0
1438,49091,
1439,87050,6.0
1440,11321,0.0
1441,64495,2.0
1442,31341,2.0
1443,25481,0.0
1444,74182,
1445,93063,8.0
1446,21540,7.0
1447,69170,0.0
1448,57447,7.0
1449,91235,8.0
1450,33029,2.0
1451,57144,5.0
1452,83130,7.0
1453,29158,4.0
1454,60342,6.0
1455,14621,0.0
1456,03029,1.0
1457,18205,5.0
1458,24223,1.0
1459,59650,7.0
1460,59346,7.0
1461,77211,0.0
1462,35339,0.0
1463,48062,
1464,25230,6.0
1465,69259,7.0
1466,55554,0.0
1467,64393,3.0
1468,66037,3.0
1469,23045,0.0
1470,46041,0.0
1471,34113,5.0
1472,14026,0.0
1473,56073,0.0
1474,91649,4.0
1475,92032,8.0
1476,74050,0.0
1477,94004,8.0
1478,33352,2.0
1479,83054,7.0
1480,59131,6.0
1481,84087,7.0
1482,77122,8.0
1483,45229,0.0
1484,07324,4.0
1485,17028,6.0
1486,03176,0.0
1487,31150,7.0
1488,64446,0.0
1489,15117,0.0
1490,38022,2.0
1491,44020,7.0
1492,44217,2.0
1493,78208,8.0
1494,54165,7.0
1495,12052,3.0
1496,48080,1.0
1497,40233,2.0
